hour,pv_kw_per_kwp,ghi_kw_m2,temp_c
1,0.0000,0.0000,11.6110
2,0.0000,0.0000,10.9720
3,0.0000,0.0000,10.6580
4,0.0000,0.0000,10.5210
5,0.0000,0.0000,10.2590
6,0.0000,0.0000,9.8550
7,0.0000,0.0000,9.5170
8,0.0700,0.0960,10.0910
9,0.3300,0.3790,14.3810
10,0.5380,0.6440,18.1250
11,0.6770,0.8470,20.6980
12,0.7530,0.9740,22.5170
13,0.7780,1.0220,23.7560
14,0.7540,0.9880,24.4450
15,0.6770,0.8690,24.6240
16,0.5450,0.6750,24.3290
17,0.3580,0.4300,23.3460
18,0.0970,0.1290,20.0510
19,0.0000,0.0000,16.7650
20,0.0000,0.0000,15.5840
21,0.0000,0.0000,14.6250
22,0.0000,0.0000,14.1910
23,0.0000,0.0000,13.0450
24,0.0000,0.0000,12.2470
25,0.0000,0.0000,11.5210
26,0.0000,0.0000,10.8770
27,0.0000,0.0000,10.5990
28,0.0000,0.0000,10.0570
29,0.0000,0.0000,9.3960
30,0.0000,0.0000,9.2590
31,0.0000,0.0000,9.1780
32,0.0890,0.1140,10.0090
33,0.3470,0.3980,14.2180
34,0.5430,0.6470,17.5640
35,0.6750,0.8420,20.1610
36,0.7470,0.9620,21.9910
37,0.7510,0.9740,23.1150
38,0.6970,0.8930,23.6180
39,0.5920,0.7380,23.5900
40,0.4470,0.5410,23.1550
41,0.3150,0.3770,22.4110
42,0.1220,0.1550,19.6230
43,0.0000,0.0000,15.9920
44,0.0000,0.0000,15.2520
45,0.0000,0.0000,14.7430
46,0.0000,0.0000,14.3500
47,0.0000,0.0000,13.8020
48,0.0000,0.0000,12.8170
49,0.0000,0.0000,12.0450
50,0.0000,0.0000,11.4380
51,0.0000,0.0000,10.8590
52,0.0000,0.0000,10.3580
53,0.0000,0.0000,10.0540
54,0.0000,0.0000,9.8570
55,0.0000,0.0000,9.7680
56,0.0210,0.0420,10.3830
57,0.1730,0.2050,13.5510
58,0.3980,0.4630,16.6780
59,0.5690,0.6890,19.6050
60,0.6720,0.8460,21.8020
61,0.7230,0.9310,23.3330
62,0.7130,0.9200,24.1950
63,0.6420,0.8140,24.3970
64,0.5220,0.6430,24.0330
65,0.3280,0.3930,22.8600
66,0.0850,0.1150,19.4910
67,0.0000,0.0000,15.9120
68,0.0000,0.0000,15.6290
69,0.0000,0.0000,15.5820
70,0.0000,0.0000,15.0120
71,0.0000,0.0000,13.9890
72,0.0000,0.0000,13.1220
73,0.0000,0.0000,12.3570
74,0.0000,0.0000,11.6410
75,0.0000,0.0000,11.1170
76,0.0000,0.0000,10.6860
77,0.0000,0.0000,10.2540
78,0.0000,0.0000,9.8450
79,0.0000,0.0000,9.6550
80,0.0390,0.0610,10.4730
81,0.2510,0.2910,14.2040
82,0.4950,0.5850,17.5640
83,0.6520,0.8100,20.4710
84,0.7330,0.9430,22.4040
85,0.7590,0.9920,23.6620
86,0.7320,0.9510,24.3130
87,0.6350,0.8030,24.3380
88,0.4530,0.5500,23.7830
89,0.2230,0.2710,22.5750
90,0.0450,0.0710,19.6170
91,0.0000,0.0000,17.1130
92,0.0000,0.0000,16.7380
93,0.0000,0.0000,15.9060
94,0.0000,0.0000,15.1150
95,0.0000,0.0000,13.9410
96,0.0000,0.0000,12.9790
97,0.0000,0.0000,12.5930
98,0.0000,0.0000,12.1940
99,0.0000,0.0000,11.8840
100,0.0000,0.0000,11.7580
101,0.0000,0.0000,11.5120
102,0.0000,0.0000,11.1320
103,0.0000,0.0000,10.7490
104,0.0620,0.0870,11.2230
105,0.2970,0.3440,15.0330
106,0.4930,0.5860,18.5070
107,0.6200,0.7670,21.2510
108,0.6840,0.8700,23.0040
109,0.6910,0.8850,24.1360
110,0.6570,0.8380,24.7580
111,0.5800,0.7250,24.8670
112,0.4150,0.5040,24.5010
113,0.2150,0.2620,23.4920
114,0.0500,0.0770,20.7090
115,0.0000,0.0000,17.9080
116,0.0000,0.0000,17.4450
117,0.0000,0.0000,16.8670
118,0.0000,0.0000,16.0670
119,0.0000,0.0000,15.1670
120,0.0000,0.0000,14.2770
121,0.0000,0.0000,13.5030
122,0.0000,0.0000,12.8500
123,0.0000,0.0000,12.2270
124,0.0000,0.0000,11.7640
125,0.0000,0.0000,11.3460
126,0.0000,0.0000,10.7740
127,0.0000,0.0000,10.2120
128,0.0670,0.0920,10.6640
129,0.3120,0.3610,14.9400
130,0.5120,0.6100,18.6580
131,0.6460,0.8070,21.6190
132,0.7230,0.9330,23.7180
133,0.7430,0.9750,25.1550
134,0.7200,0.9420,25.9900
135,0.6440,0.8260,26.1960
136,0.4880,0.6030,25.7800
137,0.3010,0.3640,24.7050
138,0.0890,0.1200,21.8420
139,0.0000,0.0000,18.1700
140,0.0000,0.0000,16.4910
141,0.0000,0.0000,15.7300
142,0.0000,0.0000,15.3860
143,0.0000,0.0000,14.7620
144,0.0000,0.0000,13.8910
145,0.0000,0.0000,13.1380
146,0.0000,0.0000,12.3930
147,0.0000,0.0000,11.7520
148,0.0000,0.0000,11.2300
149,0.0000,0.0000,10.7530
150,0.0000,0.0000,10.1350
151,0.0000,0.0000,9.4650
152,0.0780,0.1030,9.8490
153,0.3370,0.3880,14.7000
154,0.5380,0.6470,18.9710
155,0.6720,0.8480,22.2190
156,0.7490,0.9790,24.4020
157,0.7740,1.0310,25.9380
158,0.7490,0.9950,26.8640
159,0.6750,0.8780,27.1220
160,0.5480,0.6890,26.7420
161,0.3620,0.4390,25.4280
162,0.1160,0.1500,21.4140
163,0.0000,0.0000,17.5840
164,0.0000,0.0000,16.6760
165,0.0000,0.0000,15.3090
166,0.0000,0.0000,13.8030
167,0.0000,0.0000,12.5660
168,0.0000,0.0000,11.6350
169,0.0000,0.0000,11.3650
170,0.0000,0.0000,11.5830
171,0.0000,0.0000,11.2320
172,0.0000,0.0000,10.2730
173,0.0000,0.0000,9.5460
174,0.0000,0.0000,8.9820
175,0.0000,0.0000,8.5300
176,0.0840,0.1090,8.8270
177,0.3490,0.3980,12.5130
178,0.5500,0.6540,16.6330
179,0.6840,0.8560,20.1920
180,0.7610,0.9870,22.3970
181,0.7850,1.0360,23.9280
182,0.7590,0.9990,24.8280
183,0.6860,0.8840,25.0590
184,0.5600,0.6970,24.7960
185,0.3710,0.4470,23.7480
186,0.1230,0.1580,20.2260
187,0.0000,0.0000,16.0680
188,0.0000,0.0000,14.5030
189,0.0000,0.0000,13.4880
190,0.0000,0.0000,12.2010
191,0.0000,0.0000,11.0030
192,0.0000,0.0000,9.8300
193,0.0000,0.0000,8.7020
194,0.0000,0.0000,7.8210
195,0.0000,0.0000,7.2690
196,0.0000,0.0000,6.6790
197,0.0000,0.0000,6.2850
198,0.0000,0.0000,5.9580
199,0.0000,0.0000,5.6680
200,0.0980,0.1230,6.7100
201,0.3680,0.4150,10.8090
202,0.5620,0.6660,15.5770
203,0.6910,0.8590,18.9320
204,0.7650,0.9830,20.8710
205,0.7880,1.0290,22.1520
206,0.7630,0.9920,22.8390
207,0.6890,0.8770,22.9350
208,0.5600,0.6890,22.6510
209,0.3730,0.4450,21.7980
210,0.1270,0.1610,19.3380
211,0.0000,0.0000,15.8740
212,0.0000,0.0000,13.8630
213,0.0000,0.0000,12.4140
214,0.0000,0.0000,11.7340
215,0.0000,0.0000,10.7400
216,0.0000,0.0000,9.5270
217,0.0000,0.0000,8.6710
218,0.0000,0.0000,8.1940
219,0.0000,0.0000,7.8540
220,0.0000,0.0000,7.4830
221,0.0000,0.0000,7.1640
222,0.0000,0.0000,6.9190
223,0.0000,0.0000,6.6790
224,0.0750,0.0990,7.5040
225,0.3470,0.3930,11.2260
226,0.5440,0.6430,15.9490
227,0.6770,0.8380,18.8640
228,0.7540,0.9650,20.6800
229,0.7790,1.0120,21.9340
230,0.7550,0.9780,22.5910
231,0.6800,0.8620,22.6510
232,0.5460,0.6690,22.2660
233,0.3430,0.4080,21.3160
234,0.1080,0.1390,19.0080
235,0.0000,0.0000,15.4460
236,0.0000,0.0000,14.5520
237,0.0000,0.0000,13.9880
238,0.0000,0.0000,12.9940
239,0.0000,0.0000,11.8380
240,0.0000,0.0000,10.7950
241,0.0000,0.0000,9.9810
242,0.0000,0.0000,9.4240
243,0.0000,0.0000,9.0240
244,0.0000,0.0000,8.7690
245,0.0000,0.0000,8.6460
246,0.0000,0.0000,8.6230
247,0.0000,0.0000,8.6690
248,0.0840,0.1100,9.6010
249,0.3390,0.3890,13.9490
250,0.5340,0.6350,17.6880
251,0.6660,0.8300,20.4790
252,0.7420,0.9570,22.3560
253,0.7680,1.0060,23.5410
254,0.7460,0.9730,24.1200
255,0.6740,0.8600,24.0860
256,0.5480,0.6760,23.5000
257,0.3570,0.4270,22.3600
258,0.1150,0.1480,19.7360
259,0.0000,0.0000,15.5460
260,0.0000,0.0000,14.4150
261,0.0000,0.0000,13.8890
262,0.0000,0.0000,13.5230
263,0.0000,0.0000,13.0750
264,0.0000,0.0000,12.5660
265,0.0000,0.0000,12.0660
266,0.0000,0.0000,11.6160
267,0.0000,0.0000,11.0610
268,0.0000,0.0000,10.3670
269,0.0000,0.0000,9.6470
270,0.0000,0.0000,9.1340
271,0.0000,0.0000,8.8150
272,0.0590,0.0840,9.7560
273,0.2870,0.3310,14.2070
274,0.4970,0.5900,17.8680
275,0.6250,0.7710,20.4060
276,0.6750,0.8510,22.0120
277,0.6970,0.8890,23.0740
278,0.6120,0.7640,23.3180
279,0.5370,0.6590,23.1370
280,0.3320,0.3960,22.1930
281,0.1820,0.2220,21.0190
282,0.0330,0.0580,19.1050
283,0.0000,0.0000,16.9770
284,0.0000,0.0000,16.2870
285,0.0000,0.0000,15.5850
286,0.0000,0.0000,14.9720
287,0.0000,0.0000,14.4680
288,0.0000,0.0000,14.0270
289,0.0000,0.0000,13.5720
290,0.0000,0.0000,13.1860
291,0.0000,0.0000,12.8390
292,0.0000,0.0000,12.5550
293,0.0000,0.0000,12.2730
294,0.0000,0.0000,11.9190
295,0.0000,0.0000,11.6160
296,0.0120,0.0320,11.9040
297,0.1200,0.1500,13.3420
298,0.2950,0.3420,15.2500
299,0.4150,0.4860,17.4500
300,0.4670,0.5530,18.9210
301,0.4870,0.5820,19.8770
302,0.4560,0.5440,20.3270
303,0.4060,0.4820,20.3580
304,0.3120,0.3700,20.0720
305,0.1580,0.1950,19.2960
306,0.0310,0.0550,17.8780
307,0.0000,0.0000,16.5050
308,0.0000,0.0000,15.7700
309,0.0000,0.0000,14.6770
310,0.0000,0.0000,13.7100
311,0.0000,0.0000,12.9680
312,0.0000,0.0000,12.3490
313,0.0000,0.0000,11.7510
314,0.0000,0.0000,11.3850
315,0.0000,0.0000,10.9810
316,0.0000,0.0000,10.6170
317,0.0000,0.0000,10.3050
318,0.0000,0.0000,9.9660
319,0.0000,0.0000,9.6610
320,0.0300,0.0520,10.1960
321,0.1650,0.1960,12.8160
322,0.3160,0.3660,15.5760
323,0.4640,0.5470,18.1520
324,0.5640,0.6840,20.1130
325,0.5720,0.7010,21.4040
326,0.5070,0.6150,21.9430
327,0.4190,0.5020,21.9420
328,0.2970,0.3540,21.6500
329,0.1590,0.1970,20.9380
330,0.0370,0.0620,18.7380
331,0.0000,0.0000,15.7260
332,0.0000,0.0000,14.4850
333,0.0000,0.0000,13.5570
334,0.0000,0.0000,12.7820
335,0.0000,0.0000,12.0790
336,0.0000,0.0000,11.2690
337,0.0000,0.0000,10.5350
338,0.0000,0.0000,9.8000
339,0.0000,0.0000,9.1620
340,0.0000,0.0000,8.7310
341,0.0000,0.0000,8.2930
342,0.0000,0.0000,8.0210
343,0.0000,0.0000,7.8130
344,0.0380,0.0610,8.6880
345,0.2320,0.2680,12.1520
346,0.4470,0.5210,15.8870
347,0.6250,0.7620,18.7240
348,0.7360,0.9380,20.9820
349,0.7540,0.9760,22.5210
350,0.7190,0.9250,23.2930
351,0.6350,0.7990,23.3610
352,0.5020,0.6120,22.9460
353,0.3000,0.3590,21.9430
354,0.0850,0.1150,19.5480
355,0.0000,0.0000,16.1690
356,0.0000,0.0000,15.1390
357,0.0000,0.0000,14.3400
358,0.0000,0.0000,13.0990
359,0.0000,0.0000,11.8180
360,0.0000,0.0000,11.1290
361,0.0000,0.0000,10.6230
362,0.0000,0.0000,10.2150
363,0.0000,0.0000,9.9250
364,0.0000,0.0000,9.5900
365,0.0000,0.0000,9.2450
366,0.0000,0.0000,9.0640
367,0.0000,0.0000,8.9630
368,0.0240,0.0440,9.7470
369,0.1840,0.2170,13.2780
370,0.4200,0.4900,16.7520
371,0.5720,0.6930,19.4590
372,0.6360,0.7900,21.2660
373,0.6500,0.8170,22.5170
374,0.6170,0.7720,23.1570
375,0.5020,0.6110,23.0430
376,0.3220,0.3860,22.4000
377,0.1570,0.1940,21.3910
378,0.0350,0.0590,19.1140
379,0.0000,0.0000,16.8100
380,0.0000,0.0000,16.5700
381,0.0000,0.0000,16.0370
382,0.0000,0.0000,15.0430
383,0.0000,0.0000,14.2220
384,0.0000,0.0000,13.5460
385,0.0000,0.0000,12.8130
386,0.0000,0.0000,12.2020
387,0.0000,0.0000,11.8180
388,0.0000,0.0000,11.3070
389,0.0000,0.0000,10.8510
390,0.0000,0.0000,10.6920
391,0.0000,0.0000,10.5050
392,0.0260,0.0480,11.0860
393,0.1720,0.2050,13.8390
394,0.3100,0.3600,16.1110
395,0.3500,0.4100,17.9200
396,0.4380,0.5190,19.6460
397,0.5610,0.6850,21.3150
398,0.5810,0.7170,22.3150
399,0.4920,0.5970,22.4480
400,0.2320,0.2800,21.4050
401,0.1130,0.1460,20.3410
402,0.0310,0.0550,18.7880
403,0.0000,0.0000,16.4840
404,0.0000,0.0000,15.4150
405,0.0000,0.0000,14.7430
406,0.0000,0.0000,14.3290
407,0.0000,0.0000,14.0440
408,0.0000,0.0000,13.5580
409,0.0000,0.0000,13.1270
410,0.0000,0.0000,12.7240
411,0.0000,0.0000,12.2420
412,0.0000,0.0000,11.5880
413,0.0000,0.0000,10.8510
414,0.0000,0.0000,10.2590
415,0.0000,0.0000,10.0110
416,0.0380,0.0610,10.9460
417,0.2330,0.2720,14.2640
418,0.3670,0.4280,16.8820
419,0.4290,0.5070,18.9270
420,0.4690,0.5600,20.3020
421,0.4590,0.5490,21.1750
422,0.4150,0.4960,21.5820
423,0.3460,0.4120,21.6230
424,0.2570,0.3070,21.3440
425,0.1510,0.1880,20.6290
426,0.0420,0.0670,18.5930
427,0.0000,0.0000,15.6740
428,0.0000,0.0000,14.8170
429,0.0000,0.0000,14.3890
430,0.0000,0.0000,14.0090
431,0.0000,0.0000,13.5220
432,0.0000,0.0000,13.1480
433,0.0000,0.0000,12.8780
434,0.0000,0.0000,12.5430
435,0.0000,0.0000,12.2070
436,0.0000,0.0000,11.8980
437,0.0000,0.0000,11.4620
438,0.0000,0.0000,11.0530
439,0.0000,0.0000,10.7850
440,0.0210,0.0410,11.2110
441,0.1390,0.1690,14.0350
442,0.3040,0.3540,17.0810
443,0.5030,0.6030,20.1600
444,0.6040,0.7490,22.3770
445,0.5840,0.7270,23.5930
446,0.5140,0.6320,24.0470
447,0.4330,0.5250,23.9770
448,0.3140,0.3770,23.5040
449,0.1930,0.2360,22.6900
450,0.0550,0.0820,20.1000
451,0.0000,0.0010,16.8430
452,0.0000,0.0000,16.4400
453,0.0000,0.0000,15.5600
454,0.0000,0.0000,14.3420
455,0.0000,0.0000,12.8520
456,0.0000,0.0000,11.9720
457,0.0000,0.0000,11.4940
458,0.0000,0.0000,11.0100
459,0.0000,0.0000,10.4900
460,0.0000,0.0000,9.9920
461,0.0000,0.0000,9.4400
462,0.0000,0.0000,8.8180
463,0.0000,0.0000,8.4790
464,0.0200,0.0390,8.5870
465,0.2380,0.2730,10.9330
466,0.5010,0.5870,15.7100
467,0.6470,0.7980,19.6340
468,0.7090,0.9030,21.9210
469,0.7200,0.9280,23.3770
470,0.6920,0.8880,24.2020
471,0.6330,0.8010,24.5070
472,0.5290,0.6530,24.3830
473,0.3530,0.4230,23.4360
474,0.1160,0.1490,20.5680
475,0.0000,0.0010,16.2590
476,0.0000,0.0000,14.2980
477,0.0000,0.0000,12.5820
478,0.0000,0.0000,10.8600
479,0.0000,0.0000,9.5920
480,0.0000,0.0000,8.7860
481,0.0000,0.0000,8.2030
482,0.0000,0.0000,7.6790
483,0.0000,0.0000,7.0510
484,0.0000,0.0000,6.5610
485,0.0000,0.0000,6.1260
486,0.0000,0.0000,5.7540
487,0.0000,0.0000,5.3420
488,0.1030,0.1280,6.6450
489,0.3810,0.4320,11.8490
490,0.5810,0.6950,16.6460
491,0.7120,0.9010,20.6700
492,0.7870,1.0340,23.0120
493,0.8120,1.0840,24.3360
494,0.7880,1.0470,24.9000
495,0.7110,0.9220,24.8760
496,0.5730,0.7140,24.3590
497,0.3590,0.4310,23.0340
498,0.1040,0.1350,19.1540
499,0.0000,0.0010,14.6440
500,0.0000,0.0000,14.1730
501,0.0000,0.0000,14.2060
502,0.0000,0.0000,13.6010
503,0.0000,0.0000,12.5020
504,0.0000,0.0000,11.1710
505,0.0000,0.0000,10.4370
506,0.0000,0.0000,9.6780
507,0.0000,0.0000,9.1180
508,0.0000,0.0000,8.6390
509,0.0000,0.0000,8.2790
510,0.0000,0.0000,8.0430
511,0.0000,0.0000,7.8720
512,0.0570,0.0800,8.6600
513,0.2800,0.3210,13.0180
514,0.4940,0.5810,16.7670
515,0.6380,0.7870,19.9570
516,0.7270,0.9300,21.9170
517,0.7570,0.9850,23.0760
518,0.7300,0.9450,23.5790
519,0.6240,0.7820,23.4010
520,0.4620,0.5580,22.7550
521,0.2730,0.3260,21.6890
522,0.0780,0.1060,19.1150
523,0.0000,0.0010,15.2390
524,0.0000,0.0000,14.4040
525,0.0000,0.0000,13.8780
526,0.0000,0.0000,13.2310
527,0.0000,0.0000,12.4840
528,0.0000,0.0000,11.7630
529,0.0000,0.0000,11.1790
530,0.0000,0.0000,10.9060
531,0.0000,0.0000,10.6220
532,0.0000,0.0000,10.4060
533,0.0000,0.0000,10.1680
534,0.0000,0.0000,10.1090
535,0.0000,0.0000,9.8170
536,0.0980,0.1250,10.6000
537,0.3550,0.4090,14.8990
538,0.5490,0.6600,18.8000
539,0.6820,0.8570,21.2680
540,0.7560,0.9830,23.1640
541,0.7790,1.0310,24.6020
542,0.7590,1.0030,25.5020
543,0.6850,0.8860,25.7890
544,0.5530,0.6910,25.4280
545,0.3660,0.4420,24.3590
546,0.1270,0.1630,21.4640
547,0.0000,0.0010,17.3820
548,0.0000,0.0000,16.5020
549,0.0000,0.0000,15.4940
550,0.0000,0.0000,14.2650
551,0.0000,0.0000,13.0180
552,0.0000,0.0000,12.6810
553,0.0000,0.0000,11.8640
554,0.0000,0.0000,10.7780
555,0.0000,0.0000,9.9570
556,0.0000,0.0000,9.4830
557,0.0000,0.0000,9.1430
558,0.0000,0.0000,8.8130
559,0.0000,0.0000,8.3920
560,0.1020,0.1290,9.7090
561,0.3600,0.4150,14.4610
562,0.5550,0.6630,17.6380
563,0.6880,0.8600,20.1340
564,0.7640,0.9890,22.1250
565,0.7880,1.0380,23.6740
566,0.7630,1.0050,24.7370
567,0.6890,0.8900,25.2330
568,0.5630,0.7030,25.1270
569,0.3780,0.4570,24.3150
570,0.1370,0.1730,21.5970
571,0.0000,0.0010,16.9900
572,0.0000,0.0000,15.7650
573,0.0000,0.0000,15.1640
574,0.0000,0.0000,15.0110
575,0.0000,0.0000,14.7460
576,0.0000,0.0000,13.1750
577,0.0000,0.0000,11.7590
578,0.0000,0.0000,11.1320
579,0.0000,0.0000,10.4940
580,0.0000,0.0000,9.8780
581,0.0000,0.0000,9.7620
582,0.0000,0.0000,9.9460
583,0.0000,0.0000,10.3790
584,0.1000,0.1280,11.4990
585,0.3560,0.4110,15.1830
586,0.5480,0.6570,18.3400
587,0.6720,0.8410,20.9210
588,0.7470,0.9670,22.8130
589,0.7740,1.0190,24.2100
590,0.7560,0.9970,25.1090
591,0.6840,0.8820,25.4340
592,0.5510,0.6860,25.2050
593,0.3660,0.4420,24.3220
594,0.1280,0.1640,21.6720
595,0.0000,0.0010,16.9950
596,0.0000,0.0000,15.5630
597,0.0000,0.0000,14.6430
598,0.0000,0.0000,13.7750
599,0.0000,0.0000,12.6300
600,0.0000,0.0000,11.5580
601,0.0000,0.0000,10.8100
602,0.0000,0.0000,10.2600
603,0.0000,0.0000,9.8100
604,0.0000,0.0000,9.4090
605,0.0000,0.0000,9.0690
606,0.0000,0.0000,8.8610
607,0.0000,0.0000,8.8030
608,0.0820,0.1080,10.1410
609,0.3210,0.3690,14.3160
610,0.5140,0.6120,17.9060
611,0.6640,0.8280,20.6640
612,0.7450,0.9620,22.6540
613,0.7810,1.0300,24.0750
614,0.7630,1.0050,24.8530
615,0.6910,0.8900,24.9590
616,0.5640,0.7010,24.4700
617,0.3680,0.4420,23.2840
618,0.1220,0.1560,20.8150
619,0.0000,0.0020,16.2080
620,0.0000,0.0000,14.5090
621,0.0000,0.0000,13.5340
622,0.0000,0.0000,12.9790
623,0.0000,0.0000,12.3200
624,0.0000,0.0000,11.7940
625,0.0000,0.0000,11.5340
626,0.0000,0.0000,11.4540
627,0.0000,0.0000,11.1470
628,0.0000,0.0000,10.2520
629,0.0000,0.0000,9.4040
630,0.0000,0.0000,8.5420
631,0.0000,0.0000,8.0670
632,0.0880,0.1140,9.5200
633,0.3320,0.3810,13.5800
634,0.5570,0.6630,16.9750
635,0.6900,0.8600,19.3100
636,0.7700,0.9940,21.1240
637,0.7970,1.0460,22.4980
638,0.7730,1.0130,23.3850
639,0.7000,0.8970,23.6720
640,0.5710,0.7080,23.4700
641,0.3830,0.4590,22.6130
642,0.1380,0.1740,20.2170
643,0.0000,0.0020,15.8090
644,0.0000,0.0000,14.5190
645,0.0000,0.0000,14.2550
646,0.0000,0.0000,13.1480
647,0.0000,0.0000,11.5750
648,0.0000,0.0000,10.6180
649,0.0000,0.0000,9.6590
650,0.0000,0.0000,8.7850
651,0.0000,0.0000,8.5670
652,0.0000,0.0000,8.9210
653,0.0000,0.0000,8.6180
654,0.0000,0.0000,8.1610
655,0.0000,0.0000,7.7920
656,0.0880,0.1130,9.0050
657,0.3370,0.3850,12.8290
658,0.5660,0.6740,16.2900
659,0.7040,0.8780,18.9850
660,0.7800,1.0090,21.1290
661,0.8030,1.0580,22.7670
662,0.7780,1.0230,23.8090
663,0.7040,0.9070,24.2090
664,0.5770,0.7190,23.9160
665,0.3910,0.4700,22.9100
666,0.1460,0.1820,20.5090
667,0.0000,0.0020,15.5730
668,0.0000,0.0000,13.9780
669,0.0000,0.0000,13.1320
670,0.0000,0.0000,12.4020
671,0.0000,0.0000,11.6970
672,0.0000,0.0000,10.9760
673,0.0000,0.0000,10.3820
674,0.0000,0.0000,9.6290
675,0.0000,0.0000,8.4670
676,0.0000,0.0000,7.6860
677,0.0000,0.0000,7.3920
678,0.0000,0.0000,7.1890
679,0.0000,0.0000,6.8540
680,0.1030,0.1280,8.1760
681,0.3650,0.4190,13.5140
682,0.5640,0.6760,17.7020
683,0.6980,0.8780,20.4860
684,0.7730,1.0070,22.4560
685,0.7970,1.0540,23.7130
686,0.7730,1.0180,24.2890
687,0.6990,0.9000,24.2370
688,0.5700,0.7070,23.7150
689,0.3830,0.4600,22.6650
690,0.1390,0.1750,20.2640
691,0.0000,0.0030,15.9000
692,0.0000,0.0000,14.2780
693,0.0000,0.0000,12.9910
694,0.0000,0.0000,12.1800
695,0.0000,0.0000,11.6080
696,0.0000,0.0000,11.2880
697,0.0000,0.0000,10.6040
698,0.0000,0.0000,9.9810
699,0.0000,0.0000,9.2020
700,0.0000,0.0000,8.5530
701,0.0000,0.0000,8.0440
702,0.0000,0.0000,7.5870
703,0.0000,0.0000,7.2510
704,0.0990,0.1250,8.8350
705,0.3450,0.3940,12.9640
706,0.5770,0.6880,16.3040
707,0.7100,0.8880,19.0100
708,0.7860,1.0190,21.1320
709,0.8100,1.0680,22.7170
710,0.7850,1.0340,23.7470
711,0.7110,0.9170,24.1130
712,0.5830,0.7260,23.7720
713,0.3970,0.4770,22.7380
714,0.1520,0.1890,20.2250
715,0.0000,0.0030,15.0160
716,0.0000,0.0000,13.4810
717,0.0000,0.0000,12.9870
718,0.0000,0.0000,12.6560
719,0.0000,0.0000,11.8230
720,0.0000,0.0000,10.9330
721,0.0000,0.0000,10.4300
722,0.0000,0.0000,10.0000
723,0.0000,0.0000,9.4700
724,0.0000,0.0000,9.3900
725,0.0000,0.0000,9.0180
726,0.0000,0.0000,8.7110
727,0.0000,0.0000,8.3790
728,0.1090,0.1360,9.4250
729,0.3620,0.4150,13.7350
730,0.5700,0.6840,17.6500
731,0.7000,0.8800,20.3780
732,0.7750,1.0090,22.3490
733,0.8030,1.0640,23.7360
734,0.7790,1.0300,24.5200
735,0.7090,0.9170,24.6770
736,0.5830,0.7280,24.2460
737,0.3990,0.4790,23.1570
738,0.1540,0.1920,20.7480
739,0.0000,0.0030,15.6270
740,0.0000,0.0000,13.8080
741,0.0000,0.0000,12.7800
742,0.0000,0.0000,11.9730
743,0.0000,0.0000,11.6100
744,0.0000,0.0000,11.2170
745,0.0000,0.0000,10.6620
746,0.0000,0.0000,10.1990
747,0.0000,0.0000,9.9330
748,0.0000,0.0000,9.4080
749,0.0000,0.0000,8.8420
750,0.0000,0.0000,8.1320
751,0.0000,0.0000,7.5700
752,0.1120,0.1390,8.9000
753,0.3560,0.4070,13.3980
754,0.5410,0.6430,17.2040
755,0.5840,0.7120,19.8290
756,0.5500,0.6710,21.2260
757,0.5400,0.6600,22.1650
758,0.4120,0.4940,22.2500
759,0.3270,0.3910,22.0200
760,0.2920,0.3480,21.9190
761,0.2550,0.3060,21.6210
762,0.1230,0.1570,19.4910
763,0.0000,0.0030,14.4050
764,0.0000,0.0000,12.9380
765,0.0000,0.0000,12.5130
766,0.0000,0.0000,12.1900
767,0.0000,0.0000,11.7880
768,0.0000,0.0000,11.2990
769,0.0000,0.0000,10.7780
770,0.0000,0.0000,10.2690
771,0.0000,0.0000,9.7580
772,0.0000,0.0000,9.4120
773,0.0000,0.0000,9.1650
774,0.0000,0.0000,8.8030
775,0.0000,0.0000,8.4960
776,0.1150,0.1420,9.7090
777,0.3670,0.4210,13.9000
778,0.5610,0.6730,17.7730
779,0.6880,0.8640,20.6800
780,0.7660,0.9970,22.6640
781,0.7920,1.0490,24.1940
782,0.7440,0.9750,25.0580
783,0.6470,0.8250,25.2110
784,0.5110,0.6310,24.9040
785,0.3320,0.4000,24.0140
786,0.1090,0.1420,21.3950
787,0.0000,0.0030,16.9020
788,0.0000,0.0000,15.7720
789,0.0000,0.0000,15.5210
790,0.0000,0.0000,15.2500
791,0.0000,0.0000,14.6580
792,0.0000,0.0000,13.8620
793,0.0000,0.0000,12.8400
794,0.0000,0.0000,12.0400
795,0.0000,0.0000,11.3760
796,0.0000,0.0000,10.8620
797,0.0000,0.0000,10.5260
798,0.0000,0.0000,10.2260
799,0.0000,0.0000,9.8040
800,0.1110,0.1390,10.8560
801,0.3700,0.4260,14.9900
802,0.5590,0.6730,18.7970
803,0.6900,0.8720,21.7980
804,0.7660,1.0030,23.6580
805,0.7920,1.0550,25.0010
806,0.7690,1.0220,25.8200
807,0.6970,0.9060,25.9930
808,0.5700,0.7160,25.6670
809,0.3850,0.4660,24.6950
810,0.1440,0.1820,22.0130
811,0.0000,0.0030,16.6330
812,0.0000,0.0000,15.1100
813,0.0000,0.0000,14.3440
814,0.0000,0.0000,13.8680
815,0.0000,0.0000,13.3730
816,0.0000,0.0000,12.9440
817,0.0000,0.0000,12.4960
818,0.0000,0.0000,11.5630
819,0.0000,0.0000,10.4720
820,0.0000,0.0000,9.8100
821,0.0000,0.0000,9.5450
