hour,pv_kw_per_kwp,ghi_kw_m2,temp_c
1883,0.7250,0.9310,22.6940
1884,0.7990,1.0640,24.6740
1885,0.8230,1.1170,26.1680
1886,0.8000,1.0840,27.1070
1887,0.7310,0.9680,27.4500
1888,0.6100,0.7800,27.2570
1889,0.4350,0.5350,26.4890
1890,0.2100,0.2590,24.9930
1891,0.0100,0.0290,21.3270
1892,0.0000,0.0000,18.7220
1893,0.0000,0.0000,17.7920
1894,0.0000,0.0000,16.3620
1895,0.0000,0.0000,15.2110
1896,0.0000,0.0000,14.4420
1897,0.0000,0.0000,13.9570
1898,0.0000,0.0000,13.5270
1899,0.0000,0.0000,13.1120
1900,0.0000,0.0000,12.6750
1901,0.0000,0.0000,12.0460
1902,0.0000,0.0000,11.5810
1903,0.0000,0.0070,11.0480
1904,0.1510,0.1830,13.9360
1905,0.3880,0.4540,17.7540
1906,0.5860,0.7180,20.9150
1907,0.7160,0.9220,23.3740
1908,0.7840,1.0420,25.2190
1909,0.7900,1.0600,26.3840
1910,0.7520,1.0010,26.9700
1911,0.6950,0.9100,27.1560
1912,0.5640,0.7110,26.7800
1913,0.3720,0.4530,25.8860
1914,0.1750,0.2190,24.5370
1915,0.0070,0.0260,21.4250
1916,0.0000,0.0000,19.3440
1917,0.0000,0.0000,18.4930
1918,0.0000,0.0000,17.6390
1919,0.0000,0.0000,16.7100
1920,0.0000,0.0000,15.6760
1921,0.0000,0.0000,14.7960
1922,0.0000,0.0000,14.2030
1923,0.0000,0.0000,13.6190
1924,0.0000,0.0000,12.8850
1925,0.0000,0.0000,12.1400
1926,0.0000,0.0000,11.5550
1927,0.0000,0.0080,11.1670
1928,0.1580,0.1900,13.4990
1929,0.4000,0.4670,17.1190
1930,0.5890,0.7210,20.6070
1931,0.7180,0.9230,23.1540
1932,0.7920,1.0550,25.0520
1933,0.8130,1.1000,26.3680
1934,0.7810,1.0500,27.0330
1935,0.6990,0.9150,27.0310
1936,0.5760,0.7270,26.6100
1937,0.3950,0.4810,25.7400
1938,0.1740,0.2180,24.2250
1939,0.0060,0.0240,21.4820
1940,0.0000,0.0000,19.4290
1941,0.0000,0.0000,18.3930
1942,0.0000,0.0000,17.2950
1943,0.0000,0.0000,16.2260
1944,0.0000,0.0000,14.9560
1945,0.0000,0.0000,13.9510
1946,0.0000,0.0000,13.1530
1947,0.0000,0.0000,12.7610
1948,0.0000,0.0000,12.5300
1949,0.0000,0.0000,12.1850
1950,0.0000,0.0000,11.5840
1951,0.0000,0.0090,10.9750
1952,0.1660,0.1990,13.7170
1953,0.4050,0.4760,18.0240
1954,0.5930,0.7300,21.6370
1955,0.7220,0.9340,24.0760
1956,0.7950,1.0670,26.0020
1957,0.8190,1.1190,27.3900
1958,0.7970,1.0850,28.1810
1959,0.7270,0.9680,28.4030
1960,0.6040,0.7750,28.0400
1961,0.4180,0.5150,27.0920
1962,0.2010,0.2480,25.4870
1963,0.0100,0.0300,21.7020
1964,0.0000,0.0000,18.4750
1965,0.0000,0.0000,17.1820
1966,0.0000,0.0000,16.3100
1967,0.0000,0.0000,15.3980
1968,0.0000,0.0000,14.2620
1969,0.0000,0.0000,13.4100
1970,0.0000,0.0000,12.9970
1971,0.0000,0.0000,12.6320
1972,0.0000,0.0000,12.1650
1973,0.0000,0.0000,11.7180
1974,0.0000,0.0000,11.3140
1975,0.0000,0.0080,11.1460
1976,0.1590,0.1910,14.0160
1977,0.3990,0.4680,18.0560
1978,0.5860,0.7220,21.8280
1979,0.7150,0.9250,24.4060
1980,0.7880,1.0580,26.4350
1981,0.8110,1.1100,27.9520
1982,0.7880,1.0760,28.9390
1983,0.7180,0.9580,29.2800
1984,0.5950,0.7660,29.1050
1985,0.4180,0.5180,28.3660
1986,0.1900,0.2380,26.7690
1987,0.0080,0.0280,23.1870
1988,0.0000,0.0000,20.5490
1989,0.0000,0.0000,19.3320
1990,0.0000,0.0000,18.4230
1991,0.0000,0.0000,17.4590
1992,0.0000,0.0000,15.9820
1993,0.0000,0.0000,15.0740
1994,0.0000,0.0000,14.2900
1995,0.0000,0.0000,13.6280
1996,0.0000,0.0000,12.9730
1997,0.0000,0.0000,12.5820
1998,0.0000,0.0000,12.3310
1999,0.0000,0.0080,12.1700
2000,0.1630,0.1960,15.1940
2001,0.3990,0.4710,19.4580
2002,0.5850,0.7280,23.4130
2003,0.7120,0.9310,26.2410
2004,0.7840,1.0660,28.5530
2005,0.8070,1.1190,30.3150
2006,0.7840,1.0860,31.4330
2007,0.7160,0.9700,31.8250
2008,0.5970,0.7810,31.5350
2009,0.4240,0.5320,30.4910
2010,0.2020,0.2540,28.5410
2011,0.0100,0.0290,24.0850
2012,0.0000,0.0000,20.5610
2013,0.0000,0.0000,18.6120
2014,0.0000,0.0000,16.8640
2015,0.0000,0.0000,15.6340
2016,0.0000,0.0000,14.6210
2017,0.0000,0.0000,13.4580
2018,0.0000,0.0000,12.1380
2019,0.0000,0.0000,10.8710
2020,0.0000,0.0000,9.8640
2021,0.0000,0.0000,9.0690
2022,0.0000,0.0000,8.4800
2023,0.0000,0.0090,8.2070
2024,0.1860,0.2180,11.6470
2025,0.4350,0.5090,17.1040
2026,0.6230,0.7740,21.9760
2027,0.7490,0.9840,25.0700
2028,0.8180,1.1180,27.4470
2029,0.8360,1.1640,29.1470
2030,0.8100,1.1230,30.1460
2031,0.7370,0.9970,30.4600
2032,0.6140,0.7990,30.1540
2033,0.4370,0.5440,29.0770
2034,0.2120,0.2640,26.9830
2035,0.0110,0.0310,22.6550
2036,0.0000,0.0000,18.7290
2037,0.0000,0.0000,16.5150
2038,0.0000,0.0000,15.2320
2039,0.0000,0.0000,14.2830
2040,0.0000,0.0000,13.2220
2041,0.0000,0.0000,11.9880
2042,0.0000,0.0000,10.9830
2043,0.0000,0.0000,9.9850
2044,0.0000,0.0000,9.1000
2045,0.0000,0.0000,8.4660
2046,0.0000,0.0000,7.6800
2047,0.0000,0.0090,7.4000
2048,0.1840,0.2150,10.6550
2049,0.4280,0.4990,16.2560
2050,0.6140,0.7580,21.1970
2051,0.7390,0.9640,24.5850
2052,0.8090,1.0990,27.1030
2053,0.8300,1.1500,28.8770
2054,0.8060,1.1150,29.9700
2055,0.7370,0.9970,30.3820
2056,0.6170,0.8050,30.2150
2057,0.4440,0.5550,29.2850
2058,0.2220,0.2750,27.3670
2059,0.0130,0.0340,23.0290
2060,0.0000,0.0000,19.1430
2061,0.0000,0.0000,17.0460
2062,0.0000,0.0000,15.5690
2063,0.0000,0.0000,14.5900
2064,0.0000,0.0000,13.7240
2065,0.0000,0.0000,12.9630
2066,0.0000,0.0000,12.3000
2067,0.0000,0.0000,11.7100
2068,0.0000,0.0000,11.1050
2069,0.0000,0.0000,10.2360
2070,0.0000,0.0000,9.5020
2071,0.0000,0.0100,9.0230
2072,0.1740,0.2060,12.9240
2073,0.4140,0.4850,17.9290
2074,0.6000,0.7430,22.2380
2075,0.7270,0.9500,25.2530
2076,0.7980,1.0840,27.5750
2077,0.8190,1.1340,29.2790
2078,0.7940,1.0960,30.3140
2079,0.7220,0.9730,30.6510
2080,0.6000,0.7780,30.3700
2081,0.4240,0.5280,29.4350
2082,0.2040,0.2540,27.5590
2083,0.0110,0.0310,23.2100
2084,0.0000,0.0000,19.6590
2085,0.0000,0.0000,17.9810
2086,0.0000,0.0000,16.9950
2087,0.0000,0.0000,16.0980
2088,0.0000,0.0000,15.5490
2089,0.0000,0.0000,14.5400
2090,0.0000,0.0000,13.1810
2091,0.0000,0.0000,12.2470
2092,0.0000,0.0000,11.6940
2093,0.0000,0.0000,11.2000
2094,0.0000,0.0000,10.7730
2095,0.0000,0.0100,10.5490
2096,0.1720,0.2050,13.7740
2097,0.4100,0.4810,18.1230
2098,0.5930,0.7360,22.7810
2099,0.7170,0.9380,25.9220
2100,0.7880,1.0700,28.2580
2101,0.8090,1.1200,29.8840
2102,0.7850,1.0830,30.7380
2103,0.7140,0.9630,30.8260
2104,0.5940,0.7700,30.3120
2105,0.4220,0.5260,29.2450
2106,0.2050,0.2560,27.4690
2107,0.0120,0.0320,23.6900
2108,0.0000,0.0000,20.1770
2109,0.0000,0.0000,18.6110
2110,0.0000,0.0000,17.3230
2111,0.0000,0.0000,16.2030
2112,0.0000,0.0000,15.1460
2113,0.0000,0.0000,14.2220
2114,0.0000,0.0000,13.4310
2115,0.0000,0.0000,12.7490
2116,0.0000,0.0000,12.2640
2117,0.0000,0.0000,11.9230
2118,0.0000,0.0000,11.5980
2119,0.0000,0.0110,11.4590
2120,0.1650,0.1980,14.3280
2121,0.3980,0.4680,18.7670
2122,0.5820,0.7200,22.6870
2123,0.7080,0.9210,25.5200
2124,0.7790,1.0520,27.7210
2125,0.8010,1.1010,29.2750
2126,0.7780,1.0670,30.1580
2127,0.7090,0.9500,30.3620
2128,0.5850,0.7560,29.9750
2129,0.4100,0.5100,28.9750
2130,0.1910,0.2390,27.2720
2131,0.0110,0.0310,23.4470
2132,0.0000,0.0000,20.0200
2133,0.0000,0.0000,18.7030
2134,0.0000,0.0000,17.7880
2135,0.0000,0.0000,16.9650
2136,0.0000,0.0000,16.1250
2137,0.0000,0.0000,15.5110
2138,0.0000,0.0000,14.5920
2139,0.0000,0.0000,13.5250
2140,0.0000,0.0000,12.7040
2141,0.0000,0.0000,12.1350
2142,0.0000,0.0000,11.6150
2143,0.0000,0.0110,11.3830
2144,0.1580,0.1920,15.4180
2145,0.3860,0.4570,20.1030
2146,0.5700,0.7060,23.6950
2147,0.6970,0.9060,26.0420
2148,0.7700,1.0370,27.7840
2149,0.7930,1.0850,28.9680
2150,0.7710,1.0500,29.6190
2151,0.7030,0.9370,29.7140
2152,0.5780,0.7420,29.3960
2153,0.4070,0.5050,28.6180
2154,0.1970,0.2470,27.1950
2155,0.0120,0.0330,23.5780
2156,0.0000,0.0000,20.1940
2157,0.0000,0.0000,18.6330
2158,0.0000,0.0000,17.1900
2159,0.0000,0.0000,15.9460
2160,0.0000,0.0000,15.0520
2161,0.0000,0.0000,14.3980
2162,0.0000,0.0000,13.6360
2163,0.0000,0.0000,12.9880
2164,0.0000,0.0000,12.4600
2165,0.0000,0.0000,12.1190
2166,0.0000,0.0000,11.8390
2167,0.0000,0.0110,11.7960
2168,0.1610,0.1940,15.2440
2169,0.3980,0.4710,19.4820
2170,0.5840,0.7230,22.7500
2171,0.7110,0.9240,25.1080
2172,0.7840,1.0550,27.0440
2173,0.8060,1.1030,28.4800
2174,0.7830,1.0690,29.3270
2175,0.7140,0.9530,29.5810
2176,0.5940,0.7660,29.2680
2177,0.4230,0.5240,28.3500
2178,0.2020,0.2510,26.7000
2179,0.0130,0.0340,23.3020
2180,0.0000,0.0000,19.6740
2181,0.0000,0.0000,18.1400
2182,0.0000,0.0000,16.9850
2183,0.0000,0.0000,15.9350
2184,0.0000,0.0000,14.8420
2185,0.0000,0.0000,13.9320
2186,0.0000,0.0000,13.3550
2187,0.0000,0.0000,12.9810
2188,0.0000,0.0000,12.6720
2189,0.0000,0.0000,12.3280
2190,0.0000,0.0000,11.8850
2191,0.0000,0.0120,11.6450
2192,0.1660,0.1990,14.7650
2193,0.3990,0.4700,19.0500
2194,0.5820,0.7210,22.8910
2195,0.7090,0.9210,25.4060
2196,0.7810,1.0520,27.3170
2197,0.8040,1.1020,28.7060
2198,0.7820,1.0690,29.5470
2199,0.7130,0.9530,29.7700
2200,0.5880,0.7570,29.4190
2201,0.4110,0.5090,28.4390
2202,0.1980,0.2470,26.8180
2203,0.0130,0.0330,23.6230
2204,0.0000,0.0000,20.4580
2205,0.0000,0.0000,19.0200
2206,0.0000,0.0000,17.6250
2207,0.0000,0.0000,16.1870
2208,0.0000,0.0000,14.9300
2209,0.0000,0.0000,14.0230
2210,0.0000,0.0000,13.5160
2211,0.0000,0.0000,13.1990
2212,0.0000,0.0000,12.7710
2213,0.0000,0.0000,12.3410
2214,0.0000,0.0000,11.9500
2215,0.0000,0.0120,11.7750
2216,0.1630,0.1960,14.8220
2217,0.3920,0.4610,19.0150
2218,0.5750,0.7090,22.4760
2219,0.7010,0.9070,24.8770
2220,0.7710,1.0320,26.7910
2221,0.7880,1.0700,28.1880
2222,0.7610,1.0290,29.0220
2223,0.6890,0.9110,29.2930
2224,0.5750,0.7360,28.9920
2225,0.4050,0.5010,28.0850
2226,0.1960,0.2440,26.5320
2227,0.0130,0.0340,23.1890
2228,0.0000,0.0000,19.8440
2229,0.0000,0.0000,18.5790
2230,0.0000,0.0000,17.5570
2231,0.0000,0.0000,16.5010
2232,0.0000,0.0000,15.6100
2233,0.0000,0.0000,14.8950
2234,0.0000,0.0000,14.4800
2235,0.0000,0.0000,14.2200
2236,0.0000,0.0000,13.7540
2237,0.0000,0.0000,12.8400
2238,0.0000,0.0000,11.8680
2239,0.0000,0.0120,11.3420
2240,0.1620,0.1950,14.7840
2241,0.3880,0.4580,19.4680
2242,0.5700,0.7070,23.4980
2243,0.6980,0.9070,25.9630
2244,0.7710,1.0390,27.7350
2245,0.7930,1.0860,28.9410
2246,0.7690,1.0470,29.5760
2247,0.6960,0.9250,29.6450
2248,0.5680,0.7270,29.1020
2249,0.3780,0.4660,27.9080
2250,0.1730,0.2170,26.1530
2251,0.0110,0.0310,23.1710
2252,0.0000,0.0000,20.2330
2253,0.0000,0.0000,18.8840
2254,0.0000,0.0000,17.7040
2255,0.0000,0.0000,16.7350
2256,0.0000,0.0000,15.8240
2257,0.0000,0.0000,15.4030
2258,0.0000,0.0000,14.6290
2259,0.0000,0.0000,13.4020
2260,0.0000,0.0000,12.8740
2261,0.0000,0.0000,12.5850
2262,0.0000,0.0000,12.4940
2263,0.0000,0.0110,12.4580
2264,0.1420,0.1740,15.0050
2265,0.3770,0.4440,19.2200
2266,0.5590,0.6880,22.7500
2267,0.6850,0.8820,25.1470
2268,0.7590,1.0110,26.9090
2269,0.7740,1.0450,28.0250
2270,0.7200,0.9570,28.4080
2271,0.5800,0.7400,27.9550
2272,0.4060,0.5000,27.0050
2273,0.2970,0.3620,26.2500
2274,0.1600,0.2020,25.2270
2275,0.0130,0.0340,22.1850
2276,0.0000,0.0000,19.5800
2277,0.0000,0.0000,18.9070
2278,0.0000,0.0000,18.2840
2279,0.0000,0.0000,17.6770
2280,0.0000,0.0000,16.4230
2281,0.0000,0.0000,15.3550
2282,0.0000,0.0000,14.7280
2283,0.0000,0.0000,14.2050
2284,0.0000,0.0000,13.7400
2285,0.0000,0.0000,13.3610
2286,0.0000,0.0000,13.1190
2287,0.0000,0.0140,13.0240
2288,0.1510,0.1840,15.9440
2289,0.3520,0.4160,20.1470
2290,0.5040,0.6160,23.4440
2291,0.6110,0.7720,25.3660
2292,0.6550,0.8450,26.6390
2293,0.5760,0.7270,26.8240
2294,0.5020,0.6240,26.5660
2295,0.4170,0.5100,26.0440
2296,0.3100,0.3760,25.3880
2297,0.2610,0.3180,25.0890
2298,0.1790,0.2240,24.4630
2299,0.0150,0.0360,21.6600
2300,0.0000,0.0000,18.3000
2301,0.0000,0.0000,17.6870
2302,0.0000,0.0000,17.2580
2303,0.0000,0.0000,16.4980
2304,0.0000,0.0000,15.9320
2305,0.0000,0.0000,15.8090
2306,0.0000,0.0000,15.3690
2307,0.0000,0.0000,14.7450
2308,0.0000,0.0000,14.3980
2309,0.0000,0.0000,14.1810
2310,0.0000,0.0000,13.9300
2311,0.0000,0.0130,13.8200
2312,0.1340,0.1660,16.1610
2313,0.2810,0.3320,19.4100
2314,0.3950,0.4710,21.8360
2315,0.5340,0.6580,23.9030
2316,0.6900,0.8950,26.0510
2317,0.7680,1.0330,27.7930
2318,0.7660,1.0360,28.8640
2319,0.7060,0.9390,29.2800
2320,0.5900,0.7580,29.0590
2321,0.4170,0.5160,28.1940
2322,0.1990,0.2470,26.6280
2323,0.0150,0.0360,23.1510
2324,0.0000,0.0000,19.5970
2325,0.0000,0.0000,18.2580
2326,0.0000,0.0000,17.0610
2327,0.0000,0.0000,15.9770
2328,0.0000,0.0000,15.1000
2329,0.0000,0.0000,14.6730
2330,0.0000,0.0000,14.3710
2331,0.0000,0.0000,13.8180
2332,0.0000,0.0000,12.8320
2333,0.0000,0.0000,11.8350
2334,0.0000,0.0000,11.0740
2335,0.0000,0.0140,10.9500
2336,0.1630,0.1970,15.2400
2337,0.3860,0.4570,19.9100
2338,0.5670,0.7030,23.6170
2339,0.6930,0.9010,26.1910
2340,0.7670,1.0330,28.0420
2341,0.7910,1.0830,29.2390
2342,0.7700,1.0500,29.8260
2343,0.7020,0.9350,29.7560
2344,0.5870,0.7540,29.1800
2345,0.4020,0.4950,28.0260
2346,0.1950,0.2430,26.3540
2347,0.0160,0.0370,23.1020
2348,0.0000,0.0000,19.6830
2349,0.0000,0.0000,18.5090
2350,0.0000,0.0000,17.4790
2351,0.0000,0.0000,16.6130
2352,0.0000,0.0000,15.8110
2353,0.0000,0.0000,14.9190
2354,0.0000,0.0000,13.8630
2355,0.0000,0.0000,12.9240
2356,0.0000,0.0000,12.5330
2357,0.0000,0.0000,12.3760
2358,0.0000,0.0000,12.1390
2359,0.0000,0.0140,12.1720
2360,0.1460,0.1790,15.0700
2361,0.3800,0.4460,18.6980
2362,0.5510,0.6760,22.2330
2363,0.6650,0.8500,24.7080
2364,0.7340,0.9690,26.6010
2365,0.7430,0.9920,27.8750
2366,0.7190,0.9560,28.5950
2367,0.6430,0.8350,28.6020
2368,0.5210,0.6570,28.1210
2369,0.3620,0.4440,27.2830
2370,0.1860,0.2330,26.0320
2371,0.0150,0.0360,23.2550
2372,0.0000,0.0000,20.2760
2373,0.0000,0.0000,18.9040
2374,0.0000,0.0000,17.8920
2375,0.0000,0.0000,17.0920
2376,0.0000,0.0000,16.2280
2377,0.0000,0.0000,15.4300
2378,0.0000,0.0000,14.4490
2379,0.0000,0.0000,13.6070
2380,0.0000,0.0000,13.0730
2381,0.0000,0.0000,12.5750
2382,0.0000,0.0000,11.9760
2383,0.0000,0.0140,11.7010
2384,0.1740,0.2080,15.0200
2385,0.4040,0.4770,19.5590
2386,0.5860,0.7290,23.4160
2387,0.7130,0.9300,25.8860
2388,0.7850,1.0620,27.8150
2389,0.8060,1.1090,29.1990
2390,0.7830,1.0750,29.9120
2391,0.7150,0.9570,29.9260
2392,0.5970,0.7700,29.4560
2393,0.4270,0.5290,28.4300
2394,0.2130,0.2640,26.7460
2395,0.0160,0.0370,23.5410
2396,0.0000,0.0000,19.6610
2397,0.0000,0.0000,18.0090
2398,0.0000,0.0000,16.6700
2399,0.0000,0.0000,15.6760
2400,0.0000,0.0000,14.7400
2401,0.0000,0.0000,13.9120
2402,0.0000,0.0000,13.3040
2403,0.0000,0.0000,12.8200
2404,0.0000,0.0000,12.5200
2405,0.0000,0.0000,11.9360
2406,0.0000,0.0000,11.2740
2407,0.0000,0.0140,11.0930
2408,0.1800,0.2150,15.0780
2409,0.4090,0.4850,20.0800
2410,0.5900,0.7370,24.0510
2411,0.7160,0.9380,26.4710
2412,0.7870,1.0700,28.2970
2413,0.8110,1.1200,29.5440
2414,0.7890,1.0850,30.2060
2415,0.7200,0.9690,30.3020
2416,0.6010,0.7780,29.8630
2417,0.4310,0.5360,28.8180
2418,0.2170,0.2690,27.0370
2419,0.0170,0.0380,23.2800
2420,0.0000,0.0000,19.1170
2421,0.0000,0.0000,17.6200
2422,0.0000,0.0000,16.4180
2423,0.0000,0.0000,15.4760
2424,0.0000,0.0000,14.5500
2425,0.0000,0.0000,13.9040
2426,0.0000,0.0000,13.5580
2427,0.0000,0.0000,13.1050
2428,0.0000,0.0000,12.3800
2429,0.0000,0.0000,11.6540
2430,0.0000,0.0000,10.9110
2431,0.0000,0.0140,10.6450
2432,0.1820,0.2170,14.7120
2433,0.4140,0.4900,19.5760
2434,0.5980,0.7420,22.8690
2435,0.7240,0.9440,25.1900
2436,0.7950,1.0760,27.2320
2437,0.8170,1.1260,28.8680
2438,0.7930,1.0910,29.9020
2439,0.7250,0.9780,30.3200
2440,0.6090,0.7920,30.0450
2441,0.4430,0.5530,29.0650
2442,0.2270,0.2820,27.3220
2443,0.0180,0.0400,23.6450
2444,0.0000,0.0000,19.6430
2445,0.0000,0.0000,18.4240
2446,0.0000,0.0000,17.3120
2447,0.0000,0.0000,15.5920
2448,0.0000,0.0000,14.1650
2449,0.0000,0.0000,13.2230
2450,0.0000,0.0000,12.6150
2451,0.0000,0.0000,12.0990
2452,0.0000,0.0000,11.4210
2453,0.0000,0.0000,10.6270
2454,0.0000,0.0000,10.0540
2455,0.0000,0.0160,10.0300
2456,0.1280,0.1570,12.8490
2457,0.3280,0.3810,16.6230
2458,0.5300,0.6420,20.9880
2459,0.6860,0.8810,24.5110
2460,0.7690,1.0300,27.1780
2461,0.7910,1.0800,28.8460
2462,0.7680,1.0470,29.7250
2463,0.7010,0.9340,29.9250
2464,0.5950,0.7680,29.6650
2465,0.4200,0.5210,28.6430
2466,0.2090,0.2590,26.8430
2467,0.0170,0.0390,22.7640
2468,0.0000,0.0000,18.5870
2469,0.0000,0.0000,17.1920
2470,0.0000,0.0000,16.0910
2471,0.0000,0.0000,15.1360
2472,0.0000,0.0000,14.4410
2473,0.0000,0.0000,13.8340
2474,0.0000,0.0000,13.1490
2475,0.0000,0.0000,12.0630
2476,0.0000,0.0000,11.0950
2477,0.0000,0.0000,10.3630
2478,0.0000,0.0000,10.0070
2479,0.0010,0.0160,10.0830
2480,0.1730,0.2060,14.2400
2481,0.3970,0.4670,18.9890
2482,0.5770,0.7140,23.0470
2483,0.7020,0.9130,25.9130
2484,0.7730,1.0420,27.9000
2485,0.7890,1.0780,29.1110
2486,0.7670,1.0440,29.6590
2487,0.6980,0.9290,29.6980
2488,0.5760,0.7390,29.4370
2489,0.4070,0.5050,28.7610
2490,0.2000,0.2500,27.4060
2491,0.0170,0.0390,23.4330
2492,0.0000,0.0000,19.8890
2493,0.0000,0.0000,18.8150
2494,0.0000,0.0000,17.6080
2495,0.0000,0.0000,15.9830
2496,0.0000,0.0000,14.4640
2497,0.0000,0.0000,13.3880
2498,0.0000,0.0000,12.6000
2499,0.0000,0.0000,12.0750
2500,0.0000,0.0000,11.7980
2501,0.0000,0.0000,11.6310
2502,0.0000,0.0000,11.3380
2503,0.0010,0.0160,11.2500
2504,0.1650,0.1980,14.5590
2505,0.3860,0.4540,18.7060
2506,0.5680,0.6990,22.6240
2507,0.6930,0.8980,25.6400
2508,0.7640,1.0280,27.8900
2509,0.7780,1.0620,29.4390
2510,0.7560,1.0290,30.3830
2511,0.6870,0.9170,30.7300
2512,0.5650,0.7280,30.5080
2513,0.3960,0.4940,29.6870
2514,0.1940,0.2440,28.1220
2515,0.0160,0.0370,24.5250
2516,0.0000,0.0000,20.8440
2517,0.0000,0.0000,19.2480
2518,0.0000,0.0000,17.9300
2519,0.0000,0.0000,16.6350
2520,0.0000,0.0000,15.5480
2521,0.0000,0.0000,14.5920
2522,0.0000,0.0000,13.8090
2523,0.0000,0.0000,13.1160
2524,0.0000,0.0000,12.5370
2525,0.0000,0.0000,12.1060
2526,0.0000,0.0000,11.8180
2527,0.0010,0.0170,11.9620
2528,0.1640,0.1990,15.6930
2529,0.3840,0.4540,19.9980
2530,0.5620,0.6970,23.8550
2531,0.6870,0.8930,26.6300
2532,0.7580,1.0230,28.8070
2533,0.7820,1.0760,30.4030
2534,0.7600,1.0440,31.3580
2535,0.6920,0.9300,31.7190
2536,0.5750,0.7470,31.4950
2537,0.4090,0.5120,30.6570
2538,0.2030,0.2560,29.0380
2539,0.0180,0.0400,25.4270
2540,0.0000,0.0000,21.4250
2541,0.0000,0.0000,19.9360
2542,0.0000,0.0000,18.7980
2543,0.0000,0.0000,17.7350
2544,0.0000,0.0000,16.6460
2545,0.0000,0.0000,15.6160
2546,0.0000,0.0000,14.8590
2547,0.0000,0.0000,14.4060
2548,0.0000,0.0000,14.0900
2549,0.0000,0.0000,13.8270
2550,0.0000,0.0000,13.5920
2551,0.0020,0.0170,13.7270
2552,0.1640,0.1990,17.1200
2553,0.3780,0.4500,21.4590
2554,0.5540,0.6910,25.1590
2555,0.6770,0.8830,27.7490
2556,0.7470,1.0100,29.8070
2557,0.7660,1.0540,31.2840
2558,0.7430,1.0200,32.1560
2559,0.6740,0.9050,32.3830
2560,0.5570,0.7220,31.9000
2561,0.3800,0.4740,30.6690
2562,0.1870,0.2370,28.8290
2563,0.0160,0.0380,25.7300
2564,0.0000,0.0000,21.9690
2565,0.0000,0.0000,20.2050
2566,0.0000,0.0000,18.8380
2567,0.0000,0.0000,18.0970
2568,0.0000,0.0000,17.5310
2569,0.0000,0.0000,16.9310
2570,0.0000,0.0000,16.4230
2571,0.0000,0.0000,15.9310
2572,0.0000,0.0000,15.3650
2573,0.0000,0.0000,14.7210
2574,0.0000,0.0000,14.0190
2575,0.0020,0.0180,13.7950
2576,0.1710,0.2070,17.3790
2577,0.3890,0.4660,22.1960
2578,0.5660,0.7120,26.4930
2579,0.6880,0.9100,29.3860
2580,0.7570,1.0400,31.5660
2581,0.7790,1.0890,33.0440
2582,0.7570,1.0550,33.8560
2583,0.6900,0.9410,34.0530
2584,0.5750,0.7560,33.7030
2585,0.4120,0.5220,32.7350
2586,0.2090,0.2640,31.0010
2587,0.0190,0.0420,27.3000
2588,0.0000,0.0000,22.8180
2589,0.0000,0.0000,20.8830
2590,0.0000,0.0000,19.6940
2591,0.0000,0.0000,18.3120
2592,0.0000,0.0000,17.3980
2593,0.0000,0.0000,16.6820
2594,0.0000,0.0000,15.8950
2595,0.0000,0.0000,14.9320
2596,0.0000,0.0000,13.8480
2597,0.0000,0.0000,13.1040
2598,0.0000,0.0000,12.3550
2599,0.0020,0.0180,11.9620
2600,0.1710,0.2040,14.5190
2601,0.3890,0.4580,18.7240
2602,0.5630,0.6920,22.2550
2603,0.6880,0.8870,24.9490
2604,0.7590,1.0130,27.1280
2605,0.7810,1.0610,28.6490
2606,0.7590,1.0290,29.5220
2607,0.6890,0.9140,29.8000
2608,0.5680,0.7270,29.4840
2609,0.3940,0.4880,28.5640
2610,0.1870,0.2340,26.9370
2611,0.0160,0.0380,24.3750
2612,0.0000,0.0000,21.9210
2613,0.0000,0.0000,20.5880
2614,0.0000,0.0000,19.0800
2615,0.0000,0.0000,17.7780
2616,0.0000,0.0000,16.4220
2617,0.0000,0.0000,15.3770
2618,0.0000,0.0000,14.5440
2619,0.0000,0.0000,13.8880
2620,0.0000,0.0000,13.0410
2621,0.0000,0.0000,12.1460
2622,0.0000,0.0000,11.4160
2623,0.0020,0.0190,11.5320
2624,0.1740,0.2090,15.4200
2625,0.3920,0.4640,20.0230
2626,0.5700,0.7070,23.6460
2627,0.6930,0.9020,26.3280
2628,0.7640,1.0310,28.4090
2629,0.7850,1.0780,29.9510
2630,0.7620,1.0430,30.8840
2631,0.6890,0.9210,31.1010
2632,0.5630,0.7260,30.7380
2633,0.3950,0.4910,29.7930
2634,0.1950,0.2460,28.2240
2635,0.0180,0.0400,25.2980
2636,0.0000,0.0000,22.0990
2637,0.0000,0.0000,20.5860
2638,0.0000,0.0000,19.2870
2639,0.0000,0.0000,17.6120
2640,0.0000,0.0000,16.0990
2641,0.0000,0.0000,15.2480
2642,0.0000,0.0000,14.3780
2643,0.0000,0.0000,13.5040
2644,0.0000,0.0000,12.8990
2645,0.0000,0.0000,12.6510
2646,0.0000,0.0000,12.5530
2647,0.0020,0.0190,12.8060
2648,0.1770,0.2120,16.5200
2649,0.3950,0.4700,20.6790
2650,0.5710,0.7110,24.1990
2651,0.6930,0.9050,26.9140
2652,0.7600,1.0290,29.1140
2653,0.7810,1.0750,30.6910
2654,0.7570,1.0400,31.5880
2655,0.6890,0.9260,31.7420
2656,0.5730,0.7430,31.3030
2657,0.4060,0.5070,30.2480
2658,0.1990,0.2510,28.4940
